playerid,namefirst,namelast,currenthandle,countrycode,totalusdprize,game,genre,continent_name,continent_code,country_name,two_letter_country_code,three_letter_country_code,country_number
9840,Josh,Choi,bkid,US,51453.4,Heroes of the Storm,Multiplayer Online Battle Arena,North America,UNK,United States of America,US,USA,840.0
28606,Jae Yeop,Jeong,Frankle,KR,50572.68,Heroes of the Storm,Multiplayer Online Battle Arena,Asia,AS,"Korea, Republic of",KR,KOR,410.0
31831,Gu,Junfeng,Wind,CN,50549.34,Heroes of the Storm,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
11747,Martin,Rugh,Crozzby,DK,50545.96,Heroes of the Storm,Multiplayer Online Battle Arena,Europe,EU,"Denmark, Kingdom of",DK,DNK,208.0
48322,Jeong Yeong,Bak,Loki,KR,703953.94,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
43755,Jeong Wan,Go,ESTH3R,KR,610486.16,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
56720,Seung Hoon,Cha,Pio,KR,591248.41,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
43849,Tae Min,Kang,Taemin,KR,585598.46,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
43862,David,Tillberg,fuzzface,SE,344350.25,PUBG,Battle Royale,Europe,EU,"Sweden, Kingdom of",SE,SWE,752.0
43808,Anssi,Pekkonen,mxey,FI,341362.75,PUBG,Battle Royale,Europe,EU,"Finland, Republic of",FI,FIN,246.0
14768,Ivan,Kapustin,ubah,RU,325558.75,PUBG,Battle Royale,Europe,EU,Russian Federation,RU,RUS,643.0
14768,Ivan,Kapustin,ubah,RU,325558.75,PUBG,Battle Royale,Asia,AS,Russian Federation,RU,RUS,643.0
43816,Ludvik,Jahnsen,Aitzy,NO,282450.25,PUBG,Battle Royale,Europe,EU,"Norway, Kingdom of",NO,NOR,578.0
43807,Samu,Kauppinen,Sambty,FI,242483.15,PUBG,Battle Royale,Europe,EU,"Finland, Republic of",FI,FIN,246.0
45853,Jim,Eliassen,Jeemzz,NO,230595.65,PUBG,Battle Royale,Europe,EU,"Norway, Kingdom of",NO,NOR,578.0
45855,Jord,van Geldere,Ibiza,NL,229095.65,PUBG,Battle Royale,Europe,EU,"Netherlands, Kingdom of the",NL,NLD,528.0
45733,Hao,Yao,lionkk,CN,205477.15,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
45586,Yan,Wang,silentBT_,CN,181549.66,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
47413,Jinhai,Zhang,xiaohaixxxx,CN,179906.29,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
11221,Zhen,Wei,GodV,CN,164612.66,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
45584,Liangguang,Liao,xiaorong,CN,163976.97,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
43806,Luke,Laing,Meluke,CA,159650.52,PUBG,Battle Royale,North America,UNK,Canada,CA,CAN,124.0
43809,Jere,Kauppinen,Jembty,FI,156140.25,PUBG,Battle Royale,Europe,EU,"Finland, Republic of",FI,FIN,246.0
32846,In Jae,Kim,EscA,KR,153763.01,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
45687,Jang Hwan,Seong,seongjang,KR,141342.32,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
46776,Do-hoon,Seol,indigo,KR,136120.04,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
31327,Su Yong,Jeong,kAyle,KR,135217.79,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
47493,Alex,Gouge,vard,GB,134614.01,PUBG,Battle Royale,Europe,EU,United Kingdom of Great Britain & Northern Ireland,GB,GBR,826.0
47491,Justin,McNally,MiracU,IE,133114.01,PUBG,Battle Royale,Europe,EU,Ireland,IE,IRL,372.0
43801,Magno,Ramos,Pr0phie,PH,131989.19,PUBG,Battle Royale,Asia,AS,"Philippines, Republic of the",PH,PHL,608.0
50050,Logan,Heckman,Zanpah,US,130989.58,PUBG,Battle Royale,North America,UNK,United States of America,US,USA,840.0
61315,Mike,Gariti,Sharky,US,127694.75,PUBG,Battle Royale,North America,UNK,United States of America,US,USA,840.0
48323,Min Ki,Kim,Chelator,KR,127042.27,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
41259,Keiron,Prescott,Scoom,GI,126204.51,PUBG,Battle Royale,Europe,EU,Gibraltar,GI,GIB,292.0
45412,Young Hoon,Shim,Simsn,KR,125722.18,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
53797,Zheng,Wu,Forever,CN,119560.82,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
51125,Thierry,Kaltenback,Kaymind,CA,113573.0,PUBG,Battle Royale,North America,UNK,Canada,CA,CAN,124.0
47416,Xin,Wang,ZGGO1,CN,112482.56,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
48931,Roman,Zinoviev,ADOUZ1E,RU,106225.0,PUBG,Battle Royale,Europe,EU,Russian Federation,RU,RUS,643.0
48931,Roman,Zinoviev,ADOUZ1E,RU,106225.0,PUBG,Battle Royale,Asia,AS,Russian Federation,RU,RUS,643.0
73839,Daying,Wei,xxxLu,CN,105935.34,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
44865,Arsenii,Ivanychev,ceh9,RU,104675.0,PUBG,Battle Royale,Europe,EU,Russian Federation,RU,RUS,643.0
44865,Arsenii,Ivanychev,ceh9,RU,104675.0,PUBG,Battle Royale,Asia,AS,Russian Federation,RU,RUS,643.0
47489,Vadim,Ulshin,POKAMOLODOY,RU,104671.25,PUBG,Battle Royale,Europe,EU,Russian Federation,RU,RUS,643.0
47489,Vadim,Ulshin,POKAMOLODOY,RU,104671.25,PUBG,Battle Royale,Asia,AS,Russian Federation,RU,RUS,643.0
50402,Jong Ho,Lee,Starlord,KR,104576.9,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
43805,Diondre,Bond,YaBoiDre,US,103739.58,PUBG,Battle Royale,North America,UNK,United States of America,US,USA,840.0
46761,-,-,Menteul,KR,102114.43,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
50405,Rak Gwon,Chung,Hulk,KR,101243.57,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
60103,Do-hyun,Kim,Daengchae,KR,100930.84,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
49455,Hwan,Jang,Hwan2da,KR,98090.7,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
47492,Laurynas,Rudys,Gaxy,LT,94926.51,PUBG,Battle Royale,Europe,EU,"Lithuania, Republic of",LT,LTU,440.0
48868,Ben,Wheeler,Nerf,US,93098.0,PUBG,Battle Royale,North America,UNK,United States of America,US,USA,840.0
55316,Chuan,Yu,Summer,CN,86922.9,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
48882,Timothy,Ebarb,Uncivil,US,86853.44,PUBG,Battle Royale,North America,UNK,United States of America,US,USA,840.0
51774,Ömer,Develi,Iroh,TR,85243.75,PUBG,Battle Royale,Europe,EU,"Turkey, Republic of",TR,TUR,792.0
51774,Ömer,Develi,Iroh,TR,85243.75,PUBG,Battle Royale,Asia,AS,"Turkey, Republic of",TR,TUR,792.0
12917,Hunter,Winn,hwinn,US,85032.94,PUBG,Battle Royale,North America,UNK,United States of America,US,USA,840.0
48307,Kurtis,Bond,Purdy,US,84148.44,PUBG,Battle Royale,North America,UNK,United States of America,US,USA,840.0
43800,Kevin,Linn,Miccoy,US,82233.44,PUBG,Battle Royale,North America,UNK,United States of America,US,USA,840.0
42876,Mehmood Amin,Askar,Moody,CA,81360.5,PUBG,Battle Royale,North America,UNK,Canada,CA,CAN,124.0
56684,Aaron,Lommen,aLOW,US,81023.44,PUBG,Battle Royale,North America,UNK,United States of America,US,USA,840.0
66881,Luke,Newey,Luke12,AU,79049.82,PUBG,Battle Royale,Oceania,OC,"Australia, Commonwealth of",AU,AUS,36.0
57401,Andrey,Ionov,Bestoloch,RU,78800.0,PUBG,Battle Royale,Europe,EU,Russian Federation,RU,RUS,643.0
57401,Andrey,Ionov,Bestoloch,RU,78800.0,PUBG,Battle Royale,Asia,AS,Russian Federation,RU,RUS,643.0
49801,Kang,Wang,shou,CN,78178.8,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
49802,Jiang Hua,Chen,shox,CN,78178.8,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
50052,Daniel,Hernandez,Sharpshothd,CU,77092.86,PUBG,Battle Royale,North America,UNK,"Cuba, Republic of",CU,CUB,192.0
45408,-,-,BBABBO,KR,75125.32,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
43752,Jae Hyun,Han,SexyPIG,KR,74885.91,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
43797,Romain,Hermann,Shiv,FR,74811.76,PUBG,Battle Royale,Europe,EU,"France, French Republic",FR,FRA,250.0
48377,Damien,Valliant,Dahmien7,FR,71349.2,PUBG,Battle Royale,Europe,EU,"France, French Republic",FR,FRA,250.0
43754,Kyung Chul,Oh,style,KR,70101.26,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
50364,Bo Hyun,Kim,YaKK,KR,67744.43,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
69545,Qicheng,Chen,BoLiang,CN,67742.92,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
69546,Xin,Lin,L1nnnn,CN,67742.92,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
69547,Ruilong,Deng,LongSkr,CN,67742.92,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
74025,Do-gyeong,Kim,DoYa,KR,67687.33,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
48695,Gustav,Blønd,GustavQQ,DK,66517.5,PUBG,Battle Royale,Europe,EU,"Denmark, Kingdom of",DK,DNK,208.0
69544,Bohang,Li,JiaoYang,CN,64373.86,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
49806,-,-,Tide,CN,64304.93,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
50410,-,-,DG98,KR,64255.11,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
61319,Tristan,Nowicky,Shrimzy,US,63736.69,PUBG,Battle Royale,North America,UNK,United States of America,US,USA,840.0
49144,Yu-Ze,Sun,CPT,CN,63636.03,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
43810,Adrian,Blom,Haxete,SE,62654.51,PUBG,Battle Royale,Europe,EU,"Sweden, Kingdom of",SE,SWE,752.0
66526,-,-,DouM,CN,62114.15,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
66527,-,-,DJBOY,CN,62114.15,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
47494,Mathias,Larsen,Larsen,DK,61350.0,PUBG,Battle Royale,Europe,EU,"Denmark, Kingdom of",DK,DNK,208.0
45403,Hyun Woo,Yoon,yoonroot,KR,59165.88,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
51402,Hữu Đoàn,Nguyễn,Leviz,VN,58725.83,PUBG,Battle Royale,Asia,AS,"Vietnam, Socialist Republic of",VN,VNM,704.0
48134,-,-,LinShuNN,CN,58710.01,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
41249,Alexey,Trufanov,0nuqtive,RU,58458.75,PUBG,Battle Royale,Europe,EU,Russian Federation,RU,RUS,643.0
41249,Alexey,Trufanov,0nuqtive,RU,58458.75,PUBG,Battle Royale,Asia,AS,Russian Federation,RU,RUS,643.0
48124,Xin-hao,Pan,BaoLeiNB,CN,58381.6,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
40001,Cedrik,Lessard,DrasseL,CA,58295.94,PUBG,Battle Royale,North America,UNK,Canada,CA,CAN,124.0
48125,Pengcheng,Wang,jiaozhu,CN,57157.65,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
48122,Boyuan,Wang,Wang88,CN,56537.65,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
47151,Gil Do,Lee,Temeria,KR,56496.7,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
39822,-,-,Qmccc,CN,55099.91,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
48875,Jace,Patras,Voxsic,US,53388.44,PUBG,Battle Royale,North America,UNK,United States of America,US,USA,840.0
50167,Patrick,Kaplan,PAT KAPS,US,51048.44,PUBG,Battle Royale,North America,UNK,United States of America,US,USA,840.0
55685,-,-,Dongdong,CN,50678.6,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
49460,Seung Sun,Lee,shadow,KR,50137.37,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
48935,Magnus,Hartmann,udyRR,DE,49761.3,PUBG,Battle Royale,Europe,EU,"Germany, Federal Republic of",DE,DEU,276.0
48938,René,Rehling,Braexco,DE,49471.55,PUBG,Battle Royale,Europe,EU,"Germany, Federal Republic of",DE,DEU,276.0
48874,Michael,Wake,mykLe,GB,49287.5,PUBG,Battle Royale,Europe,EU,United Kingdom of Great Britain & Northern Ireland,GB,GBR,826.0
56973,-,-,067QAQ,CN,48617.5,PUBG,Battle Royale,Asia,AS,"China, People's Republic of",CN,CHN,156.0
45682,-,-,Makne,KR,48503.23,PUBG,Battle Royale,Asia,AS,"Korea, Republic of",KR,KOR,410.0
63566,Katanyu,Chinsorranan,DUCKMANZ,TH,47602.61,PUBG,Battle Royale,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
35048,Sebastian,Berendt,BALLOC,DK,47090.0,PUBG,Battle Royale,Europe,EU,"Denmark, Kingdom of",DK,DNK,208.0
50102,Jake,Winant,Snakers,US,47078.32,PUBG,Battle Royale,North America,UNK,United States of America,US,USA,840.0
60467,Zhengzheng,Chen,Cat,CN,465685.85,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
60565,Guixin,Guo,NuoYan,CN,416162.04,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
60485,Tianlong,Wang,Alan,CN,399019.18,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
70610,Siyuan,Luo,HuaHai,CN,399019.18,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
70611,Cong,Zhang,Wuming,CN,399019.18,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
53977,Xuân Bách,Trần,XB,VN,152734.63,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Vietnam, Socialist Republic of",VN,VNM,704.0
53981,Quang Hiệp,Trần,ProE,VN,143598.03,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Vietnam, Socialist Republic of",VN,VNM,704.0
5812,Sanpett,Marat,FirstOne,TH,135749.99,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
60417,Yunfei,Peng,Fly,CN,133558.02,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
60418,Shengqqin,Xia,Hurt,CN,133558.02,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
60451,Đức Chiến,Trần,ADC,VN,133380.96,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Vietnam, Socialist Republic of",VN,VNM,704.0
53986,Hồng Quân,Phạm,Gau,VN,131670.38,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Vietnam, Socialist Republic of",VN,VNM,704.0
37261,Sorawichaya,Mahavanakul,Isilindilz,TH,131425.77,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
54014,Chun Sheng,Chang,Neil,TW,125644.94,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
60452,Tiến Đạt,Đinh,ĐạtKòiii,VN,122860.21,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Vietnam, Socialist Republic of",VN,VNM,704.0
37259,Vatcharanan,Thaworn,Summer,TH,122693.28,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
53998,Chang Hoon,Shin,JJak,KR,122650.01,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Korea, Republic of",KR,KOR,410.0
68651,-,-,Nutalomlok,TH,118657.27,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
53996,Ho Yeon,Lee,Rush,KR,117894.7,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Korea, Republic of",KR,KOR,410.0
54013,Chou,Chung,Yuzon,TW,115644.94,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
60450,Ting Jui,Chen,Winds,TW,113262.7,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
53999,Do Yeop,Kim,HAK,KR,111710.36,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Korea, Republic of",KR,KOR,410.0
53995,Sun Woo,Kim,Sun,KR,111582.45,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Korea, Republic of",KR,KOR,410.0
54015,Nsu Yu,Lin,Star,TW,110644.94,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
54016,Chien Ting,Chen,Benny,TW,110644.94,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
60420,-,-,Song,CN,108311.67,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
10995,Chayut,Suebka,007x,TH,98723.19,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
60454,Parit,Pornrattanapitak,Difoxn,TH,90798.66,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
60434,-,-,770,CN,89669.63,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
54458,Eikapong,Korhonen,Tony,TH,86881.37,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
60466,-,-,Snow,CN,86666.67,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
54454,Siwa,Noomai,JOMWick,TH,74492.23,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
53997,Hyung Min,Kim,Chaser,KR,71604.67,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Korea, Republic of",KR,KOR,410.0
60468,-,-,YANG,CN,66666.67,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
70307,-,-,行星,CN,65922.73,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
70308,-,-,轻雨,CN,65922.73,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
70309,-,-,久龙,CN,65922.73,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
70310,-,-,北岛,CN,65922.73,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
70311,-,-,暮色,CN,65922.73,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
70312,-,-,久诚,CN,65922.73,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
70313,-,-,月色,CN,65922.73,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
70314,-,-,柠栀,CN,65922.73,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
70315,-,-,最初,CN,65922.73,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
70316,-,-,尘夏,CN,65922.73,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
70317,-,-,阿可,CN,65922.73,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
60455,Metasit,Leelapipatkul,Moowan,TH,61228.35,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
78285,Satittirat,Chetnarong,Overfly,TH,58200.95,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
60412,-,-,NingZhi,CN,58160.23,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
60413,-,-,JiuLong,CN,58160.23,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
60414,-,-,JiuC,CN,58160.23,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
60415,-,-,ChenXia,CN,58160.23,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
60416,-,-,ZuiChu,CN,58160.23,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
60456,Sorachat,Janechaijitravanit,Getsrch,TH,57378.78,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
68648,-,-,BLUENOPING,TH,56270.18,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
36696,Kawee,Wachiraphas,MeMarkz,TH,55685.67,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
18456,Pakinai,Srivijarn,kSsA,TH,54159.21,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
16556,Sorawat,Boonphrom,Moss,TH,54156.23,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
54034,Piyapong,Proathaisong,Taoz,TH,52118.54,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
16554,Patara,Bhatarabhirom,Cherie,TH,51203.24,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
9916,Nutdanai,Rungruang,MrSunz,TH,47549.95,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
70622,-,-,Giao,CN,46891.35,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
69659,-,-,Munez,TH,46641.1,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
79580,Pasu,Yensabai,Erez,TH,46258.63,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
60453,Methus,Meechom,Nt,TH,45995.54,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
54011,Sirichai,Sukpan,ReMix,TH,44916.44,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
79579,Pakkapon,Saethong,IpodPro,TH,44591.96,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
78046,-,-,Mojo,CN,43264.58,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
53970,-,-,Chichi,TW,42482.43,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
53971,-,-,Genji,TW,42482.43,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
53972,-,-,Hanzo,TW,42482.43,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
53973,-,-,Liang,TW,42482.43,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
53974,-,-,Sirenia,TW,42482.43,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
54012,Denchai,Eampaojeen,JameCo,TH,41144.36,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
75020,Aum,Chatchanapong,Happy,TH,40376.87,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
60463,Hsing Cheng,Lu,Heroes,TW,38892.33,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
60570,-,-,六点六,CN,36171.67,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
60571,-,-,小兽,CN,36171.67,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
60572,-,-,小剑,CN,36171.67,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
60573,-,-,居居,CN,36171.67,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
60437,-,-,Core,KR,35049.38,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Korea, Republic of",KR,KOR,410.0
53976,-,-,PS Man,VN,34811.67,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Vietnam, Socialist Republic of",VN,VNM,704.0
54030,Matt,Stover,Mts,US,34190.6,Arena of Valor,Multiplayer Online Battle Arena,North America,UNK,United States of America,US,USA,840.0
60462,Chi Kang,Chuang,XiXi,TW,33892.33,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
60464,Sung Lin,Hsieh,Wayn,TW,33892.33,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
53975,-,-,Lulala,TW,33333.33,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
1297,Hyo Jong,Kim,horror,KR,31489.38,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Korea, Republic of",KR,KOR,410.0
60438,-,-,JY,KR,31489.38,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Korea, Republic of",KR,KOR,410.0
60439,-,-,YK,KR,29676.0,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Korea, Republic of",KR,KOR,410.0
