playerid,namefirst,namelast,currenthandle,countrycode,totalusdprize,game,genre,continent_name,continent_code,country_name,two_letter_country_code,three_letter_country_code,country_number
78151,-,-,Xuan,MY,28860.0,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Malaysia,MY,MYS,458.0
60436,-,-,Sweet,KR,28816.0,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Korea, Republic of",KR,KOR,410.0
54450,Chanapol,Siri,Sky,TH,28083.35,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
60430,-,-,KOKO,CN,27580.07,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
21212,Chattrakarn,Parichatkun,Erl2oR,TH,27074.4,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
78152,-,-,Chen,CN,26695.5,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
83083,Yu-Yan,Su,GaDuo,TW,26666.67,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
83084,Tseng-Yung,Chun,Kato,TW,26666.67,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
83085,En Hao,Chen,Gua,TW,26666.67,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
70343,-,-,Rain,TW,26645.0,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,Taiwan,TW,TWN,158.0
12241,Komklit,Wongsawat,O7T-V1,TH,25941.03,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"Thailand, Kingdom of",TH,THA,764.0
69797,-,-,139,CN,24171.67,Arena of Valor,Multiplayer Online Battle Arena,Asia,AS,"China, People's Republic of",CN,CHN,156.0
7517,Thijs,Molendijk,Thijs,NL,491418.66,Hearthstone,Collectible Card Game,Europe,EU,"Netherlands, Kingdom of the",NL,NLD,528.0
11132,Wei Lin,Chen,tom60229,TW,442877.87,Hearthstone,Collectible Card Game,Asia,AS,Taiwan,TW,TWN,158.0
17887,Pavel,Beltiukov,Pavel,RU,347798.0,Hearthstone,Collectible Card Game,Europe,EU,Russian Federation,RU,RUS,643.0
17887,Pavel,Beltiukov,Pavel,RU,347798.0,Hearthstone,Collectible Card Game,Asia,AS,Russian Federation,RU,RUS,643.0
39487,Casper,Notto,Hunterace,NO,341931.16,Hearthstone,Collectible Card Game,Europe,EU,"Norway, Kingdom of",NO,NOR,578.0
10605,Jung Soo,Kim,Surrender,KR,316781.57,Hearthstone,Collectible Card Game,Asia,AS,"Korea, Republic of",KR,KOR,410.0
28337,Raphael,Peltzer,BunnyHoppor,DE,312987.23,Hearthstone,Collectible Card Game,Europe,EU,"Germany, Federal Republic of",DE,DEU,276.0
30870,Bin,Zhou,Jasonzhou,CN,296734.75,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
30871,-,-,XHope,CN,293345.18,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
14151,Jon,Westberg,Orange,SE,291115.88,Hearthstone,Collectible Card Game,Europe,EU,"Sweden, Kingdom of",SE,SWE,752.0
29441,Frank,Zhang,fr0zen,US,284382.26,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
29787,Brian,Eason,bloodyface,US,279875.0,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
9886,Aleksandr,Malsh,Kolento,UA,273654.46,Hearthstone,Collectible Card Game,Europe,EU,Ukraine,UA,UKR,804.0
11584,James,Kostesich,Firebat,US,269053.1,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
47080,Sato,Kenta,glory,JP,238550.0,Hearthstone,Collectible Card Game,Asia,AS,Japan,JP,JPN,392.0
45851,Xiao Meng,Li,Liooon,CN,238010.0,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
11897,David,Caero,Dog,US,229488.39,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
32352,Torben,Wahl,Viper,DE,227550.0,Hearthstone,Collectible Card Game,Europe,EU,"Germany, Federal Republic of",DE,DEU,276.0
16254,Ryan,Murphy-Root,Purple,CA,220418.33,Hearthstone,Collectible Card Game,North America,UNK,Canada,CA,CAN,124.0
28333,Artem,Kravets',DrHippi,UA,210416.67,Hearthstone,Collectible Card Game,Europe,EU,Ukraine,UA,UKR,804.0
8377,Dima,Radu,Rdu,RO,204049.56,Hearthstone,Collectible Card Game,Europe,EU,Romania,RO,ROU,642.0
28468,Euneil,Javiñas,Staz,PH,193860.89,Hearthstone,Collectible Card Game,Asia,AS,"Philippines, Republic of the",PH,PHL,608.0
16026,Frederik Høj,Nielsen,Hoej,DK,171767.15,Hearthstone,Collectible Card Game,Europe,EU,"Denmark, Kingdom of",DK,DNK,208.0
28107,Vladislav,Sinotov,SilverName,RU,170027.04,Hearthstone,Collectible Card Game,Europe,EU,Russian Federation,RU,RUS,643.0
28107,Vladislav,Sinotov,SilverName,RU,170027.04,Hearthstone,Collectible Card Game,Asia,AS,Russian Federation,RU,RUS,643.0
16252,Muzahidul,I.,Muzzy,US,167590.47,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
12110,Xieyu,Wang,Tiddler Celestial,CN,165348.34,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
29758,Jaromír,Vyskočil,Jarla,CZ,162017.51,Hearthstone,Collectible Card Game,Europe,EU,Czech Republic,CZ,CZE,203.0
7525,Sebastian,Bentert,Xixo,DE,156103.11,Hearthstone,Collectible Card Game,Europe,EU,"Germany, Federal Republic of",DE,DEU,276.0
39983,Kaan,Çekli,Fujitora,TR,155778.27,Hearthstone,Collectible Card Game,Europe,EU,"Turkey, Republic of",TR,TUR,792.0
39983,Kaan,Çekli,Fujitora,TR,155778.27,Hearthstone,Collectible Card Game,Asia,AS,"Turkey, Republic of",TR,TUR,792.0
7520,Sebastian,Engwall,Ostkaka,SE,153199.92,Hearthstone,Collectible Card Game,Europe,EU,"Sweden, Kingdom of",SE,SWE,752.0
20918,David,Shan,JustSaiyan,US,153062.5,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
41753,Eddie,Lui,Seohyun,CA,151117.2,Hearthstone,Collectible Card Game,North America,UNK,Canada,CA,CAN,124.0
28238,Lin,Zheng,OmegaZero,CN,139425.79,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
10950,Adrian,Koy,Lifecoach,DE,136530.19,Hearthstone,Collectible Card Game,Europe,EU,"Germany, Federal Republic of",DE,DEU,276.0
17274,Hyun Jae,Jang,Dawn,KR,135189.54,Hearthstone,Collectible Card Game,Asia,AS,"Korea, Republic of",KR,KOR,410.0
33382,Cheon Su,Kim,Che0nsu,KR,133715.0,Hearthstone,Collectible Card Game,Asia,AS,"Korea, Republic of",KR,KOR,410.0
61463,Guan,Zhendong,Jing,CN,131560.0,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
43782,-,-,Leaoh,CN,125458.59,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
14549,Bohan,Zhang,Lovelychook,CN,122179.36,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
30003,Kevin,Eberlein,Casie,DE,121712.5,Hearthstone,Collectible Card Game,Europe,EU,"Germany, Federal Republic of",DE,DEU,276.0
35958,Théo,Dumont,Felkeine,FR,121255.92,Hearthstone,Collectible Card Game,Europe,EU,"France, French Republic",FR,FRA,250.0
11589,Eugene,Shumilin,Neirea,UA,121248.17,Hearthstone,Collectible Card Game,Europe,EU,Ukraine,UA,UKR,804.0
22550,Alexey,Barsukov,ShtanUdachi,RU,117466.67,Hearthstone,Collectible Card Game,Europe,EU,Russian Federation,RU,RUS,643.0
22550,Alexey,Barsukov,ShtanUdachi,RU,117466.67,Hearthstone,Collectible Card Game,Asia,AS,Russian Federation,RU,RUS,643.0
23913,William,Barton,Amnesiac,US,114725.0,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
32363,Jerome,Faucher,Monsanto,CA,110925.0,Hearthstone,Collectible Card Game,North America,UNK,Canada,CA,CAN,124.0
15114,Paul,Nemeth,Zalae,US,110141.67,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
1244,Cong,Shu,StrifeCro,US,106314.27,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
38403,Mihai,Dragalin,languagehacker,CA,102887.5,Hearthstone,Collectible Card Game,North America,UNK,Canada,CA,CAN,124.0
12141,Bo,Li,LiBo,CN,100759.37,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
30162,Julien,Perrault-Harvey,Cydonia,CA,97593.92,Hearthstone,Collectible Card Game,North America,UNK,Canada,CA,CAN,124.0
17271,Il Mook,Kang,handsomeguy,KR,97479.0,Hearthstone,Collectible Card Game,Asia,AS,"Korea, Republic of",KR,KOR,410.0
14270,Shengyuan,Luo,Roger,TW,96719.1,Hearthstone,Collectible Card Game,Asia,AS,Taiwan,TW,TWN,158.0
30561,Chris,Tsakopoulos,Fenomeno,GR,94073.0,Hearthstone,Collectible Card Game,Europe,EU,"Greece, Hellenic Republic",GR,GRC,300.0
32359,Edwin,Cook,HotMEOWTH,US,91550.0,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
43794,Juwei,Wu,XiaoT,CN,89346.12,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
37063,Tsu Lin,Tsao,SamuelTsao,TW,89250.0,Hearthstone,Collectible Card Game,Asia,AS,Taiwan,TW,TWN,158.0
23558,Kacper,Kwieciński,A83650,PL,87636.14,Hearthstone,Collectible Card Game,Europe,EU,"Poland, Republic of",PL,POL,616.0
50884,Zong Chang,Wu,BloodTrail,TW,86250.0,Hearthstone,Collectible Card Game,Asia,AS,Taiwan,TW,TWN,158.0
45830,Wataru,Ishibashi,posesi,JP,84196.0,Hearthstone,Collectible Card Game,Asia,AS,Japan,JP,JPN,392.0
47728,Zakarya,Hail,xBlyzes,FR,83373.91,Hearthstone,Collectible Card Game,Europe,EU,"France, French Republic",FR,FRA,250.0
30167,Francisco,Leimontas,PNC,AR,82409.24,Hearthstone,Collectible Card Game,South America,SA,"Argentina, Argentine Republic",AR,ARG,32.0
33663,Tsz Kin,Lo,kin0531,HK,81932.0,Hearthstone,Collectible Card Game,Asia,AS,"Hong Kong, Special Administrative Region of China",HK,HKG,344.0
25983,George,Webb,BoarControl,GB,80924.07,Hearthstone,Collectible Card Game,Europe,EU,United Kingdom of Great Britain & Northern Ireland,GB,GBR,826.0
14148,Keaton,Gill,Chakki,US,80338.22,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
15615,Ole,Batyrbekov,Naiman,KZ,79671.53,Hearthstone,Collectible Card Game,Europe,EU,"Kazakhstan, Republic of",KZ,KAZ,398.0
15615,Ole,Batyrbekov,Naiman,KZ,79671.53,Hearthstone,Collectible Card Game,Asia,AS,"Kazakhstan, Republic of",KZ,KAZ,398.0
39850,Tyler,Hoang Nguyen,Tylerootd,NL,78375.0,Hearthstone,Collectible Card Game,Europe,EU,"Netherlands, Kingdom of the",NL,NLD,528.0
25030,Jan,Janßen,SuperJJ,DE,77943.68,Hearthstone,Collectible Card Game,Europe,EU,"Germany, Federal Republic of",DE,DEU,276.0
37062,-,-,DocPwn,CA,77433.33,Hearthstone,Collectible Card Game,North America,UNK,Canada,CA,CAN,124.0
50877,Yashima,Nozomi,Alutemu,JP,76675.0,Hearthstone,Collectible Card Game,Asia,AS,Japan,JP,JPN,392.0
33858,Thomas,Zimmer,Sintolol,DE,76346.78,Hearthstone,Collectible Card Game,Europe,EU,"Germany, Federal Republic of",DE,DEU,276.0
33381,Songyang,Zhao,Hamster,CN,74382.47,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
36818,David,Acosta,killinallday,US,73575.0,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
7139,Jeffrey,Shih,Trump,US,72637.5,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
15703,Facu,Pruzzo,Nalguidan,AR,70750.0,Hearthstone,Collectible Card Game,South America,SA,"Argentina, Argentine Republic",AR,ARG,32.0
29789,Edward,Goodwin,Gallon213,US,70216.0,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
17263,Chen,Yuxiang,Breath,CN,69487.73,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
61464,-,-,Yueying,CN,68162.5,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
71040,Jack,Bancroft,DeadDraw,GB,67950.0,Hearthstone,Collectible Card Game,Europe,EU,United Kingdom of Great Britain & Northern Ireland,GB,GBR,826.0
15803,Stanislav,Cifka,StanCifka,CZ,67096.88,Hearthstone,Collectible Card Game,Europe,EU,Czech Republic,CZ,CZE,203.0
12108,Baek,Hak Jun,Kranich,KR,66835.51,Hearthstone,Collectible Card Game,Asia,AS,"Korea, Republic of",KR,KOR,410.0
12107,Hyun Soo,Cho,Flurry,KR,66730.8,Hearthstone,Collectible Card Game,Asia,AS,"Korea, Republic of",KR,KOR,410.0
49179,Martin,Prête,Zhym,FR,65702.33,Hearthstone,Collectible Card Game,Europe,EU,"France, French Republic",FR,FRA,250.0
21541,Louis,Bremers,Mitsuhide,NL,64140.31,Hearthstone,Collectible Card Game,Europe,EU,"Netherlands, Kingdom of the",NL,NLD,528.0
46854,Michael,Luker,Luker,CA,63000.0,Hearthstone,Collectible Card Game,North America,UNK,Canada,CA,CAN,124.0
8376,Jason,Chan,Amaz,HK,62704.15,Hearthstone,Collectible Card Game,Asia,AS,"Hong Kong, Special Administrative Region of China",HK,HKG,344.0
12793,Jeffrey,Liu,Tarei,US,62454.4,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
7398,Jan,Palys,Ek0p,DE,60165.48,Hearthstone,Collectible Card Game,Europe,EU,"Germany, Federal Republic of",DE,DEU,276.0
12083,Xiao,Feng,Icefox,CN,59309.9,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
28465,Sang Hyeon,Baek,DDaHyoNi,KR,58436.0,Hearthstone,Collectible Card Game,Asia,AS,"Korea, Republic of",KR,KOR,410.0
22276,Dylan,Mullins,Hotform,CA,56250.0,Hearthstone,Collectible Card Game,North America,UNK,Canada,CA,CAN,124.0
32353,Chun Pong,Ng,Yulsic,HK,54812.0,Hearthstone,Collectible Card Game,Asia,AS,"Hong Kong, Special Administrative Region of China",HK,HKG,344.0
13968,Li,Heyang,Sword,CN,54320.72,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
21254,Simon,Raunholst,Crane,DK,53526.12,Hearthstone,Collectible Card Game,Europe,EU,"Denmark, Kingdom of",DK,DNK,208.0
29438,Anthony,Trevino,Ant,US,52375.0,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
38798,-,-,Trunks,CN,51231.7,Hearthstone,Collectible Card Game,Asia,AS,"China, People's Republic of",CN,CHN,156.0
8321,Petar,Stevanovic,Gaara,DE,51059.59,Hearthstone,Collectible Card Game,Europe,EU,"Germany, Federal Republic of",DE,DEU,276.0
7400,Janne,Mikkonen,Savjz,FI,50734.44,Hearthstone,Collectible Card Game,Europe,EU,"Finland, Republic of",FI,FIN,246.0
3255,Drew,Biessener,Tidesoftime,US,50449.6,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
49164,Simone,Liguori,Leta,IT,49300.0,Hearthstone,Collectible Card Game,Europe,EU,"Italy, Italian Republic",IT,ITA,380.0
43043,Mike,Eichner,Ike,US,48550.0,Hearthstone,Collectible Card Game,North America,UNK,United States of America,US,USA,840.0
1100,Jeffrey,Brusi,SjoW,SE,47973.61,Hearthstone,Collectible Card Game,Europe,EU,"Sweden, Kingdom of",SE,SWE,752.0
